epoch,train_lr,train_loss,train_loss_vfl,train_loss_bbox,train_loss_giou,mAP_50_95,mAP_50,mAP_75,AP_small,AP_medium,AP_large,AR_1,AR_10,AR_100,AR_small,AR_medium,AR_large
20,9.999999999999889e-06,7.27008464424388,0.5311118701116062,0.08426370234711518,0.39548585099055183,0.680274119365022,0.9042173813777374,0.7995953418789187,0.3904931727717929,0.5476363926271247,0.7730367687709401,0.3720639040973698,0.7603205468163022,0.8107684159772278,0.6477167182662538,0.7484004468928133,0.8630976441330489
21,9.999999999999889e-06,7.21906441921509,0.5268841780761424,0.08188567038867721,0.3977659331055224,0.6873998255450144,0.9157582472644804,0.8004982141416458,0.4289521472761661,0.5602132530209833,0.7766440514187039,0.37137497017808074,0.7629671356829223,0.8082007204516852,0.6371775025799794,0.7439750040513399,0.8631078091504485
22,9.999999999999889e-06,7.209638925763551,0.5280545221376503,0.08296649395660063,0.3935450886381112,0.6856531992909498,0.9128624738876613,0.7910938711436164,0.4121908916543993,0.5486554316618987,0.7761885277531791,0.3665077896147157,0.766511955637539,0.812503452875216,0.6443480023588383,0.7457628447323104,0.8675617271426119
23,9.999999999999889e-06,7.1340541847979875,0.5182989363825384,0.08203759295162082,0.3911890689224686,0.6873656366740858,0.9163303571320114,0.7873083298737569,0.42809321454598365,0.5525761393521174,0.776567260301722,0.372267386606682,0.7656463289551902,0.807076727397962,0.6447607990564647,0.7439961960572647,0.8604278245529333
24,9.999999999999889e-06,7.097666091784861,0.5126869263150361,0.08046198408454919,0.3938546919759841,0.6936225202740393,0.9190120056335922,0.8061816030760007,0.41940539686368633,0.566078395514723,0.7799409489160948,0.37137599994077286,0.7657908197292784,0.8131622407312384,0.6693120669320359,0.7521577585318042,0.8634897005250034
25,9.999999999999889e-06,7.086335089168984,0.5131778221557765,0.08109673356182337,0.39084323098873214,0.6926702787594087,0.9190920947501054,0.8000989785372847,0.40650142086962265,0.5592982199060919,0.7825440743298312,0.3716959165149982,0.7683375624317977,0.8149177345973111,0.6623590225563909,0.7519930143785105,0.8668139196391632
26,9.999999999999889e-06,6.996272569800513,0.5113195155752145,0.08010817874347388,0.38256297950585405,0.6920426363907213,0.9209101215555621,0.8022029116320005,0.4118815256637273,0.5617534771924477,0.7811746783121274,0.37378680549254106,0.767049092825045,0.8145254890764987,0.6635071133716645,0.7494551064398393,0.8669802667240619
27,9.999999999999889e-06,7.001066676342634,0.5075988167723369,0.07937137840188031,0.38689814531530775,0.6940917140938744,0.9225829622998034,0.8061102698764832,0.420069067237214,0.5659260569708275,0.7839398554835766,0.3750191928313827,0.7681779576181309,0.8133681130650204,0.6645778048061329,0.7477170577933937,0.8659173955582649
28,9.999999999999889e-06,6.985866047166982,0.506958598987918,0.07986048194587964,0.3842842957309344,0.6946658924020571,0.91965660405369,0.8036975672523168,0.43437722765876297,0.5623034558758307,0.7829291204671426,0.378571793992675,0.7695596462758835,0.8153240753572234,0.6691360754828247,0.7517848516703478,0.8667466922816267
29,9.999999999999889e-06,6.927172735412007,0.5042740937276549,0.07839214097976895,0.38182470616221637,0.6923370424647716,0.9200894534272273,0.7974602023310086,0.43118692093718636,0.5657084541607876,0.7796247062846836,0.3764969949853977,0.7669838127055157,0.8131672905519001,0.6684781807459825,0.7528675510545739,0.8630822645126397
30,9.999999999999889e-06,6.872494592817471,0.5034034190362283,0.0772914147112512,0.3763181228053172,0.6946375005917185,0.921251045029756,0.8024350975736207,0.43628664462220007,0.5641738465001275,0.7824669655068336,0.3771119767509901,0.766329428917803,0.8130728746191223,0.6681492333775616,0.7505109149002278,0.8642971786307797
31,9.999999999999889e-06,6.848824651882393,0.49681897862095825,0.07683340670878104,0.3754584087952579,0.6912186886876196,0.9195351923275628,0.7988478583573301,0.44034752578985414,0.5638624195254619,0.7784586122431603,0.37662490124295905,0.767185602262718,0.8121592008372824,0.6674913386407194,0.7538511955496688,0.8611937515529486
32,9.999999999999889e-06,6.809811020567882,0.4917993559673926,0.07658618245345847,0.3760790852649769,0.6944621921412665,0.9232796671040903,0.8017808874640021,0.4179631879001632,0.5576040192057644,0.782284870632621,0.3772666382200793,0.7678757942583246,0.8133342177877946,0.6673365398791095,0.7541743103766005,0.8627739972226187
33,9.999999999999889e-06,6.788971834735837,0.49666432384237885,0.07678444254717844,0.36945867038255,0.6946119485325507,0.9238624481962171,0.8003284158906536,0.4167650095690111,0.5566689589192102,0.7824787825828228,0.3742407642754531,0.7679947582708343,0.8141939747516537,0.671313393778564,0.7528815235876304,0.8638642671499916
34,9.999999999999889e-06,6.752536621998819,0.4891404829042029,0.07618621194666425,0.37294396263120044,0.6964556343060055,0.9253503746376286,0.8003644420014655,0.4160869850258247,0.5604197932177537,0.7846156535507772,0.3747226124330608,0.7691237681345656,0.8140610385222491,0.6705716497125166,0.7509470571493473,0.8647918468433053
35,9.999999999999889e-06,6.740284199873885,0.49396433651133037,0.07618468692804473,0.36879988488706844,0.6962046394335443,0.9255723397427438,0.8027000706675174,0.4136917126896683,0.5585532566983827,0.7832207861227863,0.3763219159097164,0.7687788805395627,0.812124550916605,0.6666288883974643,0.7471336152252184,0.8641681724457303
36,9.999999999999889e-06,6.700058899361555,0.49138822303086466,0.07514399961160859,0.36620883015107186,0.6943237043127886,0.9260148121739461,0.7997446969331846,0.42597660572531176,0.557606443910353,0.7818996994621813,0.3731948654863307,0.7667614519206148,0.8113372501967685,0.6673706324635117,0.7485575984430947,0.8622292037827661
37,9.999999999999889e-06,6.6682912218130745,0.48766217012816027,0.0740612268133616,0.3642998397978831,0.6938846120127664,0.9253966686850336,0.8007862242681572,0.4238240036634371,0.558046533471193,0.7816677312222374,0.3731297482106569,0.7669600584153343,0.8126463347886933,0.6711871590741559,0.7509025598911095,0.8626001356526902
38,9.999999999999889e-06,6.704195246336121,0.4910352917777633,0.07540282248298397,0.36710488193902485,0.6942260761014744,0.9227645061529884,0.7997082926029552,0.4253083483739656,0.555110004582026,0.7814471571787359,0.37300739059524884,0.7692843488789194,0.8116465015297315,0.6632251584844464,0.7466496252374115,0.863797240575806
39,9.999999999999889e-06,6.6343342784419,0.4847528440566809,0.07512726986973901,0.3632681131991435,0.6976004158723426,0.9276713721440699,0.8043780741823634,0.42516702087296027,0.5558550004619175,0.7847576112124461,0.37647384116602395,0.7682470621565136,0.8139278360602088,0.6583020050125313,0.7540814468677064,0.8646578157907093
40,9.999999999999889e-06,6.625978417052955,0.48402034167874675,0.07403539930370445,0.36339177398145306,0.6975986146338345,0.9276042452407496,0.8049541750315992,0.4285681015221323,0.5591834419665074,0.7837026810138129,0.3763258013077162,0.7691176128861594,0.8144234370076908,0.6580569069733156,0.7536256592172623,0.8657965979538005
41,9.999999999999889e-06,6.56965676929494,0.481382469458404,0.0730473438182908,0.36013550147649903,0.6951827317680297,0.9231134460731864,0.8016063745375229,0.4286423164146633,0.5583530967480939,0.782418677288785,0.3764717206614936,0.7705076296047831,0.8164165253361626,0.6591211484593837,0.7572792540731472,0.8669406389114522
42,9.999999999999889e-06,6.587910632048005,0.48062170913642654,0.07427629464435243,0.36218152319609803,0.696977920860584,0.9241996143120733,0.8050730518221507,0.4279901181146216,0.5573990502173156,0.7859885385504599,0.37667902585019536,0.7716096868784067,0.8162997506822387,0.6578892083149048,0.7541985759924691,0.8685156459609653
43,9.999999999999889e-06,6.548150523475687,0.47835646404742355,0.07307181802622463,0.35893998170674163,0.6989323912544679,0.9260034146965345,0.8072499690410214,0.43371562248032075,0.5531567612059646,0.7881536518450204,0.37725407803675254,0.7722840206016588,0.8160376185507836,0.6596951938670205,0.7516280782120477,0.8693679794516205
44,9.999999999999889e-06,6.512785405391968,0.4772586195037319,0.07324259132408718,0.3545888119977891,0.6985223588148253,0.9247807223122667,0.8063632082926455,0.43083552519801843,0.5577773187421377,0.7864654087148191,0.37674654763624515,0.7702461309547894,0.8160351513217974,0.6612496314315199,0.7498579582358209,0.8699846946406101
45,9.999999999999889e-06,6.51055119787662,0.476521728327907,0.07224721935543318,0.35760774737083223,0.6970936575906364,0.9235464263748602,0.8066810867043916,0.43532563240593264,0.5589623533007583,0.7840684872447381,0.3762705514239171,0.771116542749235,0.8167928844007346,0.6604304879846674,0.7527541259411488,0.8702741041469582
46,9.999999999999889e-06,6.479205981289775,0.4753151733447881,0.07169869293332728,0.3539209867613177,0.6979386275356051,0.9246417023865845,0.8082121150682721,0.436187517798756,0.5562937469211818,0.7843814932619899,0.37667358795935646,0.7710443527378482,0.8167694527109605,0.6601789399970515,0.7566885659824591,0.8679556626361666
47,9.999999999999889e-06,6.467809959539001,0.4748899331201778,0.0718747480184835,0.3523368270566887,0.6961790244837982,0.9218821139797275,0.8062975887713218,0.4339987591852205,0.5615585776153356,0.7826432437129525,0.3772779237809674,0.7714550777172519,0.8175605522015313,0.6605852867462774,0.7593607439599805,0.8678226470285562
48,9.999999999999889e-06,6.4838368854958475,0.4741038246397813,0.07214131434112525,0.35393171585926064,0.6987095458295762,0.9246266486609083,0.8086073366795642,0.4328960745849436,0.5565503261353704,0.7858298063135559,0.37747189023423555,0.7712858133009661,0.81686265673991,0.6637439186200795,0.7594091102106368,0.8663127322121899
49,9.999999999999889e-06,6.418692897199956,0.470516815755405,0.07128611587393892,0.34875133874546244,0.6996728161530319,0.9264874653619082,0.809274962654236,0.4341077294948029,0.5590661511624986,0.7857815385584789,0.37715656139352693,0.7722482454044186,0.8171980325540993,0.6626022777532066,0.7583899230845795,0.8675649982780665
50,9.999999999999889e-06,6.424145335681828,0.46830632868885785,0.07161743130358116,0.353667540190928,0.7002615180297018,0.9263155923870742,0.8107593088842784,0.43406229973730975,0.5587995875149092,0.7869373863422741,0.37775067421220226,0.7735859024092754,0.8178083653916353,0.6577989090372991,0.7609755668725134,0.8677517628201803
51,9.999999999999889e-06,6.3842591250508445,0.4698350571475674,0.07025518790149311,0.3483836265618018,0.7010858993588147,0.9277813327430423,0.8122263503708752,0.45107286762814575,0.5591263943655603,0.7872241460364573,0.3765106700346115,0.7717667528578719,0.816766640281589,0.6588631505233672,0.7569383679307344,0.8680012231644886
52,9.999999999999889e-06,6.399436442001424,0.4696529293940231,0.06949730895079921,0.34999248170685054,0.7004189203402388,0.9260434207813029,0.8102144401326452,0.4526636424437615,0.5529856411391968,0.7870243600955641,0.3772106860007633,0.7737242049243036,0.8175166849165617,0.6629247751732272,0.7571647502563533,0.8686886107306154
53,9.999999999999889e-06,6.400996956548708,0.46646707967211787,0.07034637278145563,0.35158481266879865,0.7015071612362034,0.9278784645886753,0.8116143921270879,0.44953975147695574,0.559819214527041,0.7872963881593058,0.3772977540785874,0.7735346095286914,0.8174075359879922,0.6597596933510246,0.7607012159874755,0.866830479462188
54,9.999999999999889e-06,6.3565049556940005,0.46551536099562957,0.07001109766939194,0.3483691682453105,0.7004071305753562,0.9270698584081405,0.8107294283469935,0.4509973538937513,0.5603797211362792,0.7857981675224572,0.37712037214184607,0.7721590568220641,0.816840100640184,0.6614818295739349,0.7596464862304557,0.866246421829335
55,9.999999999999889e-06,6.345305128550069,0.467084265603751,0.06961350315144066,0.3466372386747169,0.7022073025997192,0.9278582722246408,0.8114069647116855,0.4544969698803784,0.5652278505865554,0.7858007622861449,0.3779293981013672,0.7738434468072136,0.8179632001152559,0.660985183547103,0.7618794989596517,0.8670591697775597
56,9.999999999999889e-06,6.312328545615627,0.4671579444345565,0.0700119012845631,0.34162684329679016,0.7024024872421027,0.9271262906367584,0.8112962806664121,0.46360280932934916,0.5650732851469658,0.7867110346466295,0.3767004732194795,0.7744076363739285,0.8171771636071821,0.6652983561845791,0.7606157605012567,0.8660359153764847
57,1.0000000000000129e-06,6.0783154859693695,0.45445948310183304,0.06666945604532172,0.3307529569510207,0.6991937715272227,0.9228462672555782,0.8093407366993218,0.4767611071509339,0.5653518047139193,0.7824556655637325,0.37727912679819087,0.773942286105582,0.8177634340246426,0.6740444862155389,0.7603867528676689,0.8662727830501501
58,1.0000000000000129e-06,5.992010912702456,0.4453268335552752,0.0640983723811085,0.32909854882526063,0.7024096001580067,0.9251629753105357,0.8104355926701837,0.4891545241945268,0.5668546922138956,0.7857272677971394,0.37768823195477064,0.7755185135035244,0.8173958844053673,0.6747023809523809,0.7616398953231014,0.8650027077892488
59,1.0000000000000129e-06,5.952515898773247,0.4432693101295478,0.06497478984649864,0.3265555268693683,0.7036711274481867,0.9268421232407535,0.8121921372411469,0.49005245969940703,0.5670271522533813,0.7865704404949008,0.3778999082011284,0.773342676952688,0.8193632904909393,0.6825455182072829,0.7600493380264373,0.8678867127688296
60,1.0000000000000129e-06,5.924305175016969,0.4423827412153589,0.06516525202376772,0.32311638660715836,0.7044514034835929,0.9269964394223621,0.8121177003063907,0.4897499976811859,0.5687555298802368,0.7879077690229543,0.37837815496658195,0.7744913720433938,0.8190888775706284,0.6832034129441251,0.760280970967994,0.8672432837873035
61,1.0000000000000129e-06,5.903629763055141,0.44156366660012514,0.06472594510953748,0.3237158251772446,0.7028601199840727,0.9251868905339794,0.811562139497012,0.48621856322682133,0.5688027181786471,0.7855640747547978,0.37836256567802273,0.7749445088528695,0.8190050552738974,0.682874465575704,0.760156268839475,0.8673063009389284
62,1.0000000000000129e-06,5.8858430523864,0.4376624338132426,0.06469124989004671,0.3234133354285061,0.7056145229169253,0.9275057448547135,0.8159736282274258,0.4988328046842976,0.5695101666739215,0.7889702783286543,0.3782448046827364,0.7759141155567444,0.8208596332980852,0.6823842694972726,0.7633412524252219,0.868598174643011
63,1.0000000000000129e-06,5.897833803207049,0.44177511386795915,0.06460874371872216,0.3220768232284824,0.707801425805959,0.9294512279307693,0.8173852998644429,0.49938753876901154,0.5678137747651811,0.7910172396740714,0.3789302177016916,0.7752657480822377,0.820507119977728,0.6796319843726965,0.7631912059774655,0.8681979207183594
64,1.0000000000000129e-06,5.871695314853179,0.4385178034670114,0.06378522329359776,0.32148325364702823,0.7082281327508911,0.9293684046697789,0.8163795523713441,0.5025072816296092,0.5675848845076065,0.7918203577191768,0.3787672997769467,0.7753877500865847,0.818420472009246,0.6793030370042754,0.7633208558017719,0.8649274615865904
65,1.0000000000000129e-06,5.88507867487956,0.4388086397744231,0.06411432687959163,0.3237635545917052,0.7056297490899747,0.9258680115837046,0.8141126936672222,0.5155903223184677,0.5671738469748562,0.7904224464875617,0.37636009561733264,0.7758559038976978,0.818312448357239,0.6797996830311072,0.7632902608665967,0.8647829331192771
66,1.0000000000000129e-06,5.847071652672203,0.43994775482556525,0.06406521238059276,0.31828241251893535,0.7071579956557145,0.928417583385978,0.8158282331268184,0.5154026695554467,0.56473786707149,0.7910005546744238,0.3789227309115376,0.7771219520646945,0.8178414717060786,0.6747088309007814,0.7616448430188888,0.8655666803622047
67,1.0000000000000129e-06,5.881222622675301,0.4404513342518798,0.06332342790174568,0.3229016437209972,0.7074241531532006,0.9285820144937932,0.8159840709977313,0.5157981525530527,0.5647129366788274,0.7918318559264725,0.3787840143420686,0.7763801638853775,0.8187111138350225,0.6741347854931445,0.761310053485626,0.8669664467771948
68,1.0000000000000129e-06,5.865603459530849,0.4378150848701256,0.06468845163398342,0.3225226485823496,0.7074829918904316,0.9287463153314665,0.8131907985556482,0.5163139230491393,0.5647598678013256,0.792122877333853,0.37878613484659895,0.7771009964905117,0.8195354600993076,0.6820617720772519,0.7620889559630017,0.8667744234405206
69,1.0000000000000129e-06,5.8578264315224695,0.43943137082358025,0.06317701715786135,0.3202968992175034,0.7080343423036547,0.9295419224292378,0.8146749766828587,0.5201127882394291,0.5648743412398473,0.7927747888717529,0.37869582098768173,0.7778197085911155,0.8188958347401126,0.682719666814094,0.7618305023076015,0.8657937576859676
70,1.0000000000000129e-06,5.8389309387005905,0.4362327901675957,0.06337916944012281,0.3208812477037651,0.7082923254859755,0.9295961277788919,0.8147388807739315,0.5207324393085732,0.564473462373551,0.7925170035349721,0.38079199851018747,0.7789879561090411,0.8184865906483326,0.678329094795813,0.7609523122309382,0.865568402872005
71,1.0000000000000129e-06,5.060251844369255,0.3960165060362623,0.06036115374239342,0.24973869947012783,0.7087351611389456,0.9290548901463866,0.813781870795266,0.5273947114647559,0.5637205496689702,0.7932658455230739,0.38064466987400175,0.7792886820025531,0.8199332665331639,0.6860395473979064,0.7631207339985966,0.8663069311104445
72,1.0000000000000129e-06,4.977324207972978,0.390304329106175,0.05896588278073418,0.2449041456245999,0.7080526994325318,0.928395085125873,0.8143681275187672,0.5270845333449228,0.5625206787551628,0.7937842565661358,0.3805377714985577,0.7788951661345325,0.8204833476989432,0.6861233967271119,0.7605808311533503,0.8684709020156497
73,1.0000000000000129e-06,4.915075361623915,0.3850694473682263,0.05792788985088756,0.24126076677352556,0.7079581787246197,0.928610889694676,0.8147735967430823,0.526723635558454,0.5679203583532787,0.7931487269032818,0.37920934840411424,0.7793412390949002,0.8212397388254569,0.6865361934247384,0.7616075912831638,0.8691113591153758
74,1.0000000000000129e-06,4.8631408667103475,0.38082598539982615,0.05714182251236141,0.23801859021710595,0.7065097351311566,0.9264287007355305,0.8132107914853168,0.5145626183599407,0.5675461253301641,0.7926123122302235,0.37956658839318835,0.779825198870433,0.8209908780994507,0.6789446041574525,0.7605691564470191,0.8698129100735755
75,1.0000000000000129e-06,4.819838238516676,0.3766366049568766,0.05629964794813015,0.23494508446100937,0.7071664128917444,0.92519890642609,0.8141409010470643,0.520984337032627,0.566666731583571,0.7940258154393588,0.37991395210378276,0.7821365062096455,0.823163468869194,0.6863749447147279,0.7622654956433582,0.8719719747559417
76,1.0000000000000129e-06,4.7737121653263515,0.3734710319704247,0.055321035202861045,0.23182190496389393,0.7096615010077253,0.926873150054879,0.8163655169987083,0.5215700148411979,0.5705542779470266,0.7951421983365975,0.37991282682721994,0.7839735822299994,0.8238506467816187,0.686781291463954,0.7624333134065958,0.872887689017831
77,1.0000000000000129e-06,4.739047766150825,0.3706507086753845,0.05476145636820626,0.2291655234586585,0.7087485454032298,0.9255329571263492,0.8145732585090977,0.5216166796316559,0.569060167619601,0.7942893153203773,0.37969253851414553,0.7846941981592728,0.8243744060875917,0.6839451570101724,0.7624231150948708,0.8738557933240324
78,1.0000000000000129e-06,4.699814203124893,0.3672921184600971,0.053989174450061864,0.22609120316685608,0.7066993604644605,0.9232267323074684,0.8115327725955601,0.5223698424662222,0.5695714489368642,0.7911562205574462,0.3803815529252549,0.7842815782378045,0.8241539877259221,0.6914528969482531,0.7633394731104655,0.872134323466167
79,1.0000000000000129e-06,4.659768062232877,0.3636733691595979,0.053341542637411025,0.22406791030103587,0.707330657192087,0.9238849657033074,0.8121706718746363,0.5234582652887851,0.5710095611795984,0.7915095471592823,0.3805336082301575,0.7843335823405105,0.8245185755699499,0.6923558897243108,0.7656681396376053,0.8711781066871656
80,1.0000000000000129e-06,4.6283253806337115,0.36065875169262945,0.052821674218862885,0.22166230936775308,0.7065096261366419,0.9231112001900145,0.8123168245671422,0.5226418172884671,0.5715420606303032,0.7897042888315339,0.3803594720745094,0.7842495433679187,0.8239329970773308,0.6847578505086245,0.7651182447938173,0.8714523263085676
81,1.0000000000000129e-06,4.588545760706146,0.35664753278026684,0.052032276005967014,0.2194723252776637,0.7035885220124499,0.9206962562375752,0.8066463640929488,0.5021972984558155,0.572226868826661,0.7859756158649011,0.37886340438660404,0.7842295741350986,0.8228778616266353,0.682250663423264,0.7641727682376537,0.8704139021969504
82,1.0000000000000129e-06,4.562914185029551,0.3556373965761154,0.05140368011902841,0.21709336065449908,0.7044563691406964,0.9223998754640366,0.8100331503521222,0.5084424217238706,0.57214674330076,0.7869723600469146,0.37857129055980876,0.7839437351946288,0.82342610629373,0.6824893115140793,0.765026459988292,0.8707993188083776
83,1.0000000000000129e-06,4.526356403773195,0.35219022930192195,0.05083414503685829,0.21493199339336166,0.7024908419893277,0.9211919403806491,0.8097430665619183,0.5060542535819773,0.57097683027311,0.7851633462556505,0.37774793063688633,0.7833351583639571,0.8237829906717431,0.6757942650744508,0.7659860038485993,0.8714945734312558
84,1.0000000000000129e-06,4.495796946523898,0.349272442094471,0.05047704929548114,0.21269808654625932,0.7009370322538044,0.9198471085632759,0.8071557984625906,0.5058712191262805,0.5709170289404032,0.7821606850615783,0.37778186933544167,0.7836530217636368,0.8240539322484949,0.6790367462774584,0.7661651688369246,0.8712240106606929
85,1.0000000000000129e-06,4.46054670261792,0.345845460682217,0.0498296147398978,0.21018678387250547,0.6997048200447111,0.9179840409504652,0.8060842153845347,0.5065035048705698,0.5690671398260296,0.7807896728381336,0.3777168821083631,0.7848610599253973,0.8228283920829005,0.6748912722983931,0.7646331761026418,0.8703360477321012
86,1.0000000000000129e-06,4.429711608350382,0.34339909221459775,0.049344289105104015,0.20832146693721598,0.6974298683994317,0.9163801438165003,0.8041578665022008,0.507018605692547,0.5643287182661056,0.7790528271475352,0.37698631215994927,0.7834188417254878,0.822040321697562,0.6751363703376088,0.7633392404003091,0.8697153341684384
87,1.0000000000000129e-06,4.395524879331538,0.34093204051622816,0.0487901188485547,0.20600198120245405,0.6950449133150349,0.913660810368739,0.8014471716819601,0.5064948234278223,0.5637318331584855,0.7768126552027831,0.3773885701432818,0.7853233810885116,0.821408755415443,0.674233377561551,0.7593985412496862,0.870519166471263
